Eye Movement,Emotion,Hand Gesture
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Call Me 🤙
Looking Up ⬆️,fear,Call Me 🤙
Looking Up ⬆️,fear,Call Me 🤙
Looking Up ⬆️,fear,Call Me 🤙
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Call Me 🤙
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Peace Sign ✌️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
